"DISTRICT","ZIPCODE","LATITUDE","LONGITUDE","ECONOMIC_NEED_INDX","INCOME","PCT_ELL","PCT_ASIAN","PCT_BLACK","PCT_HISPANIC","PCT_WHITE","PCT_ATTENDANCE","PCT_ABSENCES","PCT_RIGOROUS","PCT_COLLABORATIVE","PCT_SUPPORTIVE","PCT_EFFECTIVE","PCT_FAMILY_TIES","PCT_TRUST","PCT_4S_UNDRRP","PCT_4S_ECNDSV","SPHS_APPLICANTS","ELA_PROF","MATH_PROF","CLASS_SIZE","PTRATIO","PCT_FEMALE","SPHS_TESTERS","SPHS_OFFERS","SPHS_FEEDER"
25,11366,40.724191,-73.80937,60.9,48267.6736075555,18,33,28,25,11,92,28,80,79,85,73,71,87,0,10.5691056910569,159,2.4,2.44,23.2753623188406,14.4,48.3709273182957,41,5,0
7,10451,40.818739,-73.927164,76.9,29416.51,9,1,28,67,1,96,9,91,92,78,86,83,90,2.63157894736842,10.5263157894737,43,2.69,2.81,27.516913443,14.7054361851899,100,22,4,0
31,10312,40.52409,-74.186183,23.9,82286.8677797249,1,4,1,7,88,94,15,94,93,88,84,76,91,0,4.4973544973545,394,3.1,3.22,30.5688622754491,16.4,50.816852966466,129,32,0
4,10029,40.785027,-73.942008,70.8,43221.7056633444,2,5,36,51,7,93,23,88,88,86,80,79,88,4.76190476190476,2.38095238095238,55,2.64,2.7,24.4666666666667,13.9,47.093023255814,14,2,0
13,11238,40.67627,-73.969722,76.4,41633.701484472,1,2,83,13,1,93,21,90,93,83,91,81,89,2.89855072463768,2.89855072463768,74,2.73,2.47,22.7551020408163,13.8,47.3214285714286,35,2,0
25,11365,40.73106,-73.805449,53.1,47345.33,6,13,23,46,16,94,18,89,92,78,88,83,91,0,7.69230769230769,66,2.66,2.61,27.8571428571429,12.3,49.0421455938697,9,1,0
1,10009,40.726147,-73.975043,86,31454,7,5,29,63,4,92,28,85,78,82,73,89,88,0,0,58,2.48,2.47,19.5714285714286,9.2,45.045045045045,6,0,1
8,10465,40.827214,-73.829212,48.9,50155.9908291956,1,14,10,56,20,95,15,89,86,88,85,73,89,0,18.9542483660131,147,2.89,2.74,25.0238095238095,13.9,53.2319391634981,66,21,0
2,10001,40.753389,-73.997896,61.3,50061.2713333333,7,10,20,47,20,95,19,90,95,80,93,78,93,1.33333333333333,8,78,2.7,2.58,26.3333333333333,12.3,50,17,2,0
17,11226,40.649588,-73.957176,68.4,47923.861182249,9,1,81,15,1,95,17,79,76,75,68,70,77,6.81818181818182,0,44,2.27,2.27,22.625,17.7,41.9431279620853,15,1,0
9,10456,40.832272,-73.905817,82.5,24172.46,11,0,68,31,1,94,24,93,90,88,88,88,93,9.375,4.6875,69,2.5,2.85,23.3173423934118,13.1562609905364,53.6764705882353,24,3,0
23,11233,40.675234,-73.915306,88.4,31132.53,7,1,79,16,2,89,46,94,95,88,88,90,96,0,0,30,2.26,2.31,16.6774193548387,13,50.9283819628647,0,0,1
18,11203,40.658685,-73.928682,60.8,52238.0274163999,5,2,89,7,2,92,23,85,88,83,83,80,87,4.83870967741935,3.2258064516129,54,2.36,2.09,30.0714285714286,12.5,51.9083969465649,17,1,0
18,11203,40.647918,-73.925602,53.5,71224.2503753719,3,0,95,3,1,95,10,98,100,95,98,81,97,0,2.94117647058824,70,2.39,2.27,22.0181818181818,13.1,37.7431906614786,34,1,0
21,11204,40.622876,-73.978774,68.2,47519.85,18,18,3,42,35,95,14,93,94,87,91,83,94,0,4.34782608695652,31,2.68,2.95,21,6.8,46.1309523809524,7,1,0
5,10030,40.814412,-73.945122,74.6,41995.4931152013,6,1,64,33,1,94,17,86,89,78,83,85,89,2.94117647058824,2.94117647058824,107,2.37,2.74,23.2097725281438,13.2165916530705,50.845665961945,21,1,0
13,11205,40.688432,-73.971169,79.7,40297.9264129375,3,4,75,18,2,92,28,81,79,83,73,76,85,0.900900900900901,1.8018018018018,89,2.31,2.21,20.4915254237288,12,43.2786885245902,20,1,0
13,11205,40.695143,-73.977889,36.2,61778.93,2,4,33,16,39,100,0,91,93,86,89,97,93,0,0,55,2.86,2.86,26.5691919910001,14.4210165958063,50,16,2,0
24,11379,40.715009,-73.886225,18,71378.48,4,3,1,20,76,96,4,94,90,86,83,86,92,0,9.19540229885057,117,3.08,3.23,45.6363636363636,16.2,51.0835913312694,46,14,0
32,11221,40.700818,-73.927587,82.1,34476.2520797034,18,2,7,89,1,92,24,86,90,82,84,81,93,0,1.20481927710843,100,2.25,2.3,20.3076923076923,12.1,51.2820512820513,11,0,1
20,11204,40.62659,-73.989464,70.6,39390.34,23,43,1,28,27,97,9,93,94,86,89,80,93,0,33.3333333333333,175,2.74,3.03,23.7,13.7,46.4788732394366,113,38,0
6,10032,40.839408,-73.935772,83.8,38743.3881116427,31,0,5,93,1,94,18,94,92,92,88,88,93,0,3.03030303030303,147,2.22,2.29,26.15625,12.6,45.6937799043062,27,1,0
15,11231,40.677847,-74.004818,75.3,43246.9930420168,3,0,49,43,3,89,36,87,85,83,86,88,90,0,0,47,2.27,2.45,20.8053324485238,11.5240043849908,49.4047619047619,7,0,1
2,10003,40.736114,-73.992352,23.6,71402.4417200061,1,14,6,10,65,97,2,91,90,90,87,87,95,0,2.32558139534884,96,3.37,3.36,34.4705882352941,15.5,68.2119205298013,36,10,0
17,11203,40.662087,-73.936458,57,44077.39,0,0,95,4,0,98,1,84,84,81,77,85,85,0,17.4418604651163,80,2.59,2.93,24.081743059922,14.7794483936712,52.0225776105362,49,13,0
16,11213,40.675732,-73.935082,74.8,41568.5193686534,3,0,83,15,1,95,13,80,83,80,84,78,87,3.33333333333333,1.11111111111111,110,2.16,2.2,23.0153733475761,11.8533629781587,48.3443708609272,27,1,0
19,11208,40.6573,-73.874138,70.5,35699.0616483516,1,1,72,24,1,90,39,71,85,78,87,75,92,0,0,72,2.16,1.98,23.875,11.4,60.6227106227106,7,0,1
23,11233,40.677642,-73.908695,87.7,36518.6,13,2,50,46,1,88,43,91,96,86,88,86,95,0,2.77777777777778,33,2.14,2.15,21.6666666666667,12.9,50,8,0,1
24,11379,40.712244,-73.887868,43.6,70995.0865420548,1,5,2,56,36,96,7,97,97,87,97,84,96,0,5.5045871559633,117,2.82,3.15,26.0143808188397,14.3195492402177,50.381679389313,58,5,0
6,10033,40.850676,-73.934697,86.7,26801.8702539682,19,1,2,97,0,95,14,82,82,91,78,85,91,0,0,75,2.24,2.19,24.8888888888889,14,57.1428571428571,0,0,1
9,10457,40.839654,-73.911386,92,32973.1869230769,34,0,30,67,0,66,74,66,71,93,67,78,89,0,0,60,1.9,1.91,21.1904761904762,8.9,40.1709401709402,0,0,1
17,11226,40.656389,-73.951462,55.8,44870.01,5,0,84,12,0,96,11,83,84,78,73,87,85,4,2,57,2.36,2.65,22.0014427950638,13.6433799709849,49.906191369606,37,2,0
4,10029,40.79259,-73.942119,83.6,34245.7254855679,28,1,15,82,2,91,35,87,77,84,72,77,85,0,1.35135135135135,71,2.19,2.08,19.4285714285714,11.6,47.5849731663685,0,0,1
8,10473,40.823319,-73.860062,81.2,33709.9805714286,8,3,35,60,1,91,34,79,90,78,84,74,87,0,0.714285714285714,159,2.24,2.07,22.95,12.6,50,22,0,1
30,11109,40.744465,-73.957666,23.2,98309.97,5,18,4,32,40,95,13,96,97,87,89,89,93,0,5.40540540540541,27,2.94,3.06,17.8148148148148,14.3,49.2917847025496,14,3,0
27,11691,40.594019,-73.761378,79,40256.36,9,4,60,31,4,91,34,85,70,83,61,76,75,1.16279069767442,3.48837209302326,62,2.24,2.31,23.2222222222222,14.7,52.1642619311876,7,0,1
1,10002,40.711437,-73.985486,55.9,40809.9,17,71,4,12,9,98,2,90,81,91,67,83,85,0,40.2777777777778,88,3.24,3.63,25.7560975609756,13.9,49.8538011695906,67,34,0
29,11423,40.712772,-73.780173,60.9,51415.4754213041,15,27,39,28,2,93,21,81,79,80,75,73,87,0,2.00400801603206,529,2.34,2.33,25.1513157894737,14.1,50.7122507122507,123,2,0
23,11212,40.665297,-73.917884,58.9,39170.8966502311,0,5,77,15,1,96,12,97,98,85,94,76,94,15.9090909090909,17.0454545454545,94,3.05,2.94,22.4262295081967,12.4,59.6610169491525,46,10,0
11,10467,40.880634,-73.860155,77.1,43390.52975,19,4,50,40,3,88,46,93,88,81,88,77,91,3.125,3.125,128,2.13,2.06,23.2840909090909,9.5,42.75,29,1,0
30,11106,40.756628,-73.932648,74.5,41779.9395395513,15,23,18,53,6,93,21,79,76,83,68,76,80,0,0,153,2.52,2.66,19.030534351145,10.5,45.0413223140496,28,2,0
3,10024,40.785101,-73.973867,18.1,78045.1910018664,0,8,15,12,61,98,0,96,91,96,90,91,96,3.50877192982456,0,57,3.61,3.57,38.7777777777778,17.1,52.7659574468085,38,21,0
23,11233,40.678113,-73.915211,68.2,38344.1829693373,1,1,88,6,1,97,0,93,92,84,90,87,92,17.3333333333333,18.6666666666667,79,2.63,3,24.7255818127508,14.6342919696551,55.786350148368,46,10,0
9,10456,40.834973,-73.900304,85.2,18144.4307237621,5,2,45,53,0,95,11,88,93,87,88,76,92,0,14.1592920353982,118,2.71,2.95,25.9636363636364,16.3,59.228650137741,68,10,0
8,10474,40.815594,-73.885238,87.6,35772.3908543689,27,0,21,77,1,90,35,83,74,83,73,82,86,0,0,110,2.11,2.02,19.9782608695652,10.9,44.0129449838188,0,0,1
27,11691,40.601532,-73.763979,66.7,46800.029806841,13,8,43,42,4,93,20,79,85,84,78,73,88,1.42857142857143,2.85714285714286,73,2.29,2.17,23.1052631578947,12.6,49.1392801251956,13,0,1
23,11212,40.655763,-73.906685,69.7,42366.7772631579,1,1,90,8,1,94,16,94,83,85,83,77,89,5.76923076923077,5.76923076923077,77,2.51,2.32,20.5909090909091,16,51.7543859649123,20,1,0
21,11223,40.600816,-73.976838,63.6,48166.6643274514,11,29,8,26,36,95,16,92,94,88,89,74,93,0.398406374501992,13.5559921414538,420,2.62,2.8,25.8893805309735,14.5,48.5888634630053,160,26,0
21,11235,40.583765,-73.954016,44.5,57504.2007863268,1,27,3,10,59,96,8,94,96,89,91,70,94,1.02669404517454,33.4702258726899,494,3.47,3.8,32.2122302158273,22.8,54.7058823529412,372,231,0
8,10474,40.815594,-73.885238,77.9,27967.11,8,0,34,65,1,95,9,82,84,84,81,88,90,0,0,78,2.41,2.53,24.5773682858189,13.1154577751168,51.440329218107,19,0,1
13,11221,40.686208,-73.940924,73.9,45851.9554893617,4,2,78,17,1,94,21,81,87,89,87,83,92,1.92307692307692,0.961538461538462,105,2.26,2.32,22.458555002383,12.10430767206,47.2340425531915,15,0,1
14,11205,40.695397,-73.960005,85.9,42709.08,19,0,17,81,2,93,23,94,91,93,87,86,94,0,3.92156862745098,64,2.2,2.2,23.6410256410256,12.3,46.5553235908142,15,1,0
30,11101,40.753116,-73.935701,50.7,49432.69,9,15,12,36,32,100,0,81,85,89,83,90,93,0,5.55555555555556,84,2.67,2.99,26.0188371503822,13.9139951865706,47.5967174677608,26,3,0
18,11203,40.658685,-73.928682,70,46824.840178117,11,2,89,2,2,92,23,83,76,80,75,80,81,0,0,32,2.17,2.15,20.0967741935484,13.5,48.8549618320611,18,0,1
8,10473,40.821448,-73.855654,75.6,38422.451709571,11,7,22,68,1,90,32,84,71,74,61,74,85,0,1.66666666666667,47,2.33,2.15,21.390243902439,11.4,50.2475247524753,9,0,1
17,11225,40.664878,-73.959522,78.6,41156.5040253446,19,3,64,30,4,91,29,91,85,84,73,76,89,0,0,72,2.12,2.11,20.1142857142857,8.5,43.7125748502994,9,0,1
30,11369,40.764979,-73.871196,66.9,53206.46,31,12,13,74,2,94,20,88,72,87,52,76,77,0,10.4347826086957,145,2.35,2.42,26.88,15.5,48.5758275596613,28,3,0
20,11228,40.626227,-74.014758,62.2,53089.6955766817,11,45,1,22,32,96,12,95,96,89,91,69,94,0,27.4864376130199,580,2.92,3.28,32.0391061452514,17.2,46.3822894168467,309,119,0
20,11209,40.633733,-74.02422,65.1,50776.12,26,20,2,30,48,95,13,87,88,87,81,76,90,0,11.5384615384615,124,2.71,2.81,27.6428571428571,14.4,46.3227222832053,51,9,0
4,10029,40.785868,-73.940587,89,30295.44,10,1,45,53,0,87,49,87,74,89,67,79,84,0,0,22,2.1,2.07,24.6666666666667,8.5,48.207171314741,7,0,1
22,11229,40.604437,-73.955171,46.3,64945.9436321977,9,25,17,11,45,96,10,88,89,85,85,73,91,5.08474576271187,22.4961479198767,684,3.09,3.32,30.1701570680628,17.3,49.8164656528579,370,150,0
28,11374,40.732287,-73.853054,40.8,67340.834172875,9,24,10,23,41,95,12,91,89,84,84,72,90,0.636942675159236,12.1848739495798,533,2.95,3.19,27.65,19.7,49.9388753056235,249,84,0
16,11233,40.681708,-73.935722,75.1,43659.7602857143,1,1,85,14,0,92,28,97,97,93,92,94,96,2,2,81,2.41,2.39,26.7659574468085,14.4,54.2857142857143,27,1,0
6,10031,40.830009,-73.944648,80,36575.2,33,1,3,96,0,95,12,94,92,91,83,86,91,0,0,47,2.46,2.62,25.5,10.6,52.0286396181384,8,0,1
8,10473,40.815017,-73.856018,81.8,38983.4740759494,17,2,33,63,0,89,40,79,75,79,65,76,81,1.26582278481013,2.53164556962025,73,2.17,2.01,19.9166666666667,8.7,42.5,17,0,1
2,10021,40.771827,-73.95794,36,77956.689469949,4,28,8,19,42,96,9,85,89,87,84,76,92,0.753768844221105,17.5308641975309,430,3.08,3.34,29.5555555555556,15.5,47.3053892215569,258,101,0
26,11423,40.724401,-73.777475,21.5,92649.61,4,14,7,10,66,96,6,93,93,86,84,85,90,1.85185185185185,9.25925925925926,62,2.86,3.28,29,15.4,48.9399293286219,23,10,0
3,10026,40.801651,-73.955295,71.1,39952.74,5,1,66,28,3,0,100,99,95,91,91,94,95,41.7910447761194,22.3880597014925,66,3.23,3.95,18.1037868177427,14.5730856331492,48.5319516407599,20,11,0
23,11212,40.655763,-73.906685,79.2,33307.62,1,0,84,14,0,96,10,90,88,83,83,87,89,6.94444444444444,8.33333333333333,75,2.62,3.25,22.9269688156658,14.7438590758613,53.0799475753604,31,3,0
10,10453,40.857969,-73.903757,86.8,26738.54,16,1,16,82,1,94,19,95,93,80,90,87,89,0,0,30,2.46,2.61,20.6842105263158,18.2,48.995983935743,12,2,0
17,11226,40.649588,-73.957176,53.6,62571.7370344828,0,3,86,8,1,97,6,97,96,89,91,90,94,6.89655172413793,8.62068965517241,67,2.96,2.98,23.3333333333333,16.6,48.7037037037037,20,2,0
10,10458,40.858858,-73.889841,88.5,28137.6978464819,34,3,18,78,1,91,30,77,83,83,74,76,88,0.574712643678161,1.72413793103448,143,2.2,2.25,23.202380952381,12.8,48.1876332622601,13,0,1
9,10457,40.839176,-73.904982,72.4,26422.05,2,0,54,45,1,95,12,97,92,89,84,86,94,5.88235294117647,8.82352941176471,29,2.77,3.09,24.4471156354043,14.8801101531148,53.1914893617021,24,4,0
21,11230,40.621492,-73.966006,69.5,37038.11,31,41,8,18,32,92,28,99,100,96,96,80,97,0,8.33333333333333,102,2.62,2.86,22.2222222222222,15,50.2283105022831,17,2,0
8,10455,40.815971,-73.901686,90.6,28130.2093729776,25,1,20,77,1,87,48,82,84,95,76,77,92,0.65359477124183,7.18954248366013,166,2.22,2.17,25.0740740740741,14.2,43.8524590163934,13,1,0
6,10040,40.86082,-73.930066,84,39451.7641649899,49,0,2,93,3,92,24,91,81,90,75,84,89,0,0,66,2.09,2.09,17.5862068965517,10.1,41.7142857142857,0,0,1
2,10044,40.763969,-73.948468,29.3,93388.06,7,29,16,14,36,95,10,93,95,89,88,89,92,0,4,21,2.9,3.01,21.5333333333333,15.5,50.974025974026,6,0,1
31,10308,40.545793,-74.145561,25.4,82258.700207299,2,3,1,12,83,94,15,90,90,82,83,73,89,0,4.22535211267606,384,2.85,2.88,26.9574468085106,13.2,47.5138121546961,132,26,0
1,10002,40.713343,-73.986069,77.1,44789.7698350666,15,5,27,63,4,92,26,92,96,92,96,86,96,0,7.40740740740741,68,2.26,2.2,18.0909090909091,7.7,43.3497536945813,13,1,0
31,10304,40.620483,-74.080771,74.5,33393.0874137503,10,11,35,41,12,91,30,81,80,82,69,68,84,0.843881856540084,3.23886639676113,241,2.31,2.19,19.5970149253731,10.6,53.4313725490196,42,2,0
23,11212,40.672333,-73.906225,74.5,37886.74,3,0,84,13,1,95,16,96,95,87,91,90,91,21.9178082191781,30.1369863013699,84,2.89,3.59,23.1865936777037,15.702279879857,51.067463706234,43,15,0
9,10453,40.848521,-73.908447,81.6,-5219.57642424243,5,2,39,58,1,94,17,94,98,86,98,84,94,0,7.57575757575758,76,2.68,2.8,34,14.1,100,30,3,0
4,10035,40.801377,-73.935082,81.5,28953.15,7,0,58,39,1,96,11,90,91,81,86,86,88,5.66037735849057,8.49056603773585,99,2.47,2.69,24.098313370547,13.607286542529,49.7237569060773,13,1,0
24,11377,40.741091,-73.918649,61.5,54753.2995573298,15,40,1,53,5,96,10,90,91,88,84,73,93,0,8.05500982318271,540,2.65,2.96,25.9641577060932,16.3,47.8723404255319,272,36,0
29,11412,40.689348,-73.763541,40.7,70521,1,0,92,7,0,97,3,91,83,82,69,99,84,8.92857142857143,8.92857142857143,78,2.71,2.93,24.1838652757875,15.5757395890309,50.9032943676939,33,3,0
27,11417,40.670886,-73.845674,59.3,53736.2104899558,8,34,7,48,8,95,14,92,94,85,89,73,92,1.13960113960114,7.12250712250712,374,2.63,2.63,27.4569892473118,16.2,50.4102096627165,98,9,0
11,10467,40.86206,-73.864588,77,41346.9123239641,16,7,26,57,9,92,27,89,88,80,83,84,90,2.20588235294118,1.47058823529412,147,2.19,2.15,31.0975609756098,9.9,49.2610837438424,52,2,0
10,10458,40.859516,-73.88858,85.1,32058.4675544142,11,2,20,75,2,92,25,84,85,81,82,74,89,0,0,95,2.35,2.32,25.2903225806452,12.7,47.1169686985173,18,0,1
18,11212,40.65785,-73.920032,77.8,37359.5964713783,6,0,88,6,1,92,26,84,82,82,84,79,84,0,1.88679245283019,60,2.29,2.18,17.7674418604651,9.6,51.4124293785311,11,0,1
9,10457,40.840589,-73.90454,91.3,31484.0291627907,28,1,28,70,1,91,31,82,75,77,66,77,77,0,0,172,2.05,2.04,17.3307692307692,8.3,42.4418604651163,27,0,1
29,11413,40.664858,-73.759088,54.7,56861.6192012669,3,1,91,6,1,92,27,81,85,84,87,75,90,6.95652173913043,6.08695652173913,100,2.24,2.13,21.8627450980392,14.7,49.6688741721854,9,1,0
3,10025,40.791685,-73.97077,23.3,72112.72,1,7,11,17,62,95,9,93,87,88,79,94,91,0,6.52173913043478,50,3.09,3.03,25.9259259259259,16.5,50.730411686587,15,5,0
26,11426,40.744184,-73.727581,30.2,73222.68,1,9,75,13,1,96,6,94,93,88,84,83,91,12.5,8.75,102,2.86,2.92,28.06,14.3,50.7779349363508,28,5,0
6,10033,40.849099,-73.931106,84,31731.8150306748,17,1,3,94,2,94,18,83,87,89,76,79,92,0,8.97435897435897,87,2.48,2.67,26.25,13.2,46.0122699386503,6,1,0
18,11236,40.647417,-73.891766,53.4,62202.4362611407,2,1,92,7,1,95,13,85,81,78,77,81,84,3.65853658536585,2.4390243902439,137,2.47,2.37,22.1463414634146,11.2,48.8721804511278,42,2,0
15,11215,40.669302,-73.97867,65.2,48386.2444974516,9,7,39,36,14,94,20,91,93,83,92,79,92,0,0,74,2.38,2.5,22.6,12.1,43.2721712538226,21,4,0
14,11211,40.711863,-73.960049,82.2,40626.573212485,21,1,14,82,3,89,40,82,80,81,66,78,85,0,2.04081632653061,80,2.13,2.11,19.4736842105263,12.3,41.1764705882353,7,0,1
13,11238,40.678584,-73.96634,62.7,56709.1447189324,2,1,82,9,1,97,4,89,92,83,87,86,93,7.79220779220779,6.49350649350649,87,2.6,2.74,23.9758291743609,14.370270985129,44.6483180428135,54,5,0
27,11691,40.595904,-73.781257,89.7,26636.28,4,3,66,28,2,91,37,85,86,82,76,80,88,2.40963855421687,2.40963855421687,82,2.21,2.22,19.5625,12.3,47.7300613496933,7,0,1
9,10452,40.835694,-73.919663,86.1,25919.64,31,4,5,89,1,94,18,89,84,89,76,82,88,0,6.97674418604651,97,2.45,2.56,27.2545454545455,14.8,49.4549058473736,63,4,0
20,11228,40.618745,-74.01331,55.8,60803.3356393565,8,46,0,14,39,97,7,92,94,88,87,70,94,0,30.8641975308642,525,3.13,3.36,28.1359649122807,18.1,45.4545454545455,338,149,0
31,10314,40.59247,-74.158532,36.6,76849.0293351558,4,20,5,24,50,94,17,89,93,86,87,69,93,0,6.80100755667506,463,2.83,2.79,23.5833333333333,14.1,46.6101694915254,139,16,0
3,10026,40.802666,-73.948256,88.3,37110.83,9,3,64,27,2,91,37,83,70,77,60,81,82,0,0,27,2.1,2.03,19.72,9.5,50.2127659574468,0,0,1
10,10468,40.859506,-73.900475,88.1,29246.7351007194,26,2,12,84,1,92,27,77,78,83,71,78,83,0,0,102,2.14,1.97,22.9333333333333,11.5,49.2805755395683,10,0,1
29,11412,40.706768,-73.753793,39.6,71285.3439333364,3,4,88,6,1,96,10,86,83,84,76,75,85,5.40540540540541,5.40540540540541,73,2.54,2.24,23.7936507936508,14.8,49.5711835334477,6,0,1
10,10453,40.854751,-73.905024,91.8,26313.1,29,3,17,79,0,93,26,90,92,88,89,87,93,0,2.72727272727273,139,2.26,2.33,26.1791044776119,14.1,46.8864468864469,38,1,0
16,11221,40.687938,-73.932378,69,45778.4712551535,2,1,77,18,0,97,6,93,97,88,91,89,93,10.8108108108108,12.1621621621622,88,2.49,2.8,23.0806553523277,14.0581003576172,46.045197740113,37,8,0
2,10003,40.735118,-73.981697,13.1,82209.0091533422,0,19,3,9,63,97,5,93,97,95,96,88,98,0,4.13223140495868,131,3.75,3.63,33.3333333333333,15.7,58.0310880829015,108,76,0
24,11368,40.742087,-73.862808,74.8,40605.8935495979,28,6,3,89,1,95,14,85,85,87,78,74,90,0.294550810014728,5.45454545454545,716,2.37,2.43,23.6666666666667,14,46.0232350312779,93,6,0
29,11411,40.698026,-73.740151,48,74346.24,3,1,95,2,1,92,30,85,72,90,65,72,82,0,1.53846153846154,79,2.41,2.29,20.3928571428571,15.1,48.566610455312,9,0,1
2,10028,40.780646,-73.947544,10.4,80574.6182857143,0,15,3,9,66,98,2,92,96,92,94,82,96,0,6.42857142857143,152,3.66,3.94,27.9090909090909,15.5,54.8888888888889,124,103,0
10,10458,40.869618,-73.879012,80.6,34155.6,19,9,8,73,8,92,29,88,82,84,69,75,85,0,0,119,2.32,2.34,24.0461538461538,14.5,48.2276119402985,42,3,0
31,10307,40.507803,-74.243221,22.5,80263.610685209,1,4,0,11,85,93,22,90,85,84,78,72,87,0,5.04201680672269,378,3,3.02,32.4,14.3,49.9541704857929,81,20,0
7,10454,40.810207,-73.91839,88.5,27997.4511764706,10,1,26,72,1,92,29,90,88,87,88,79,91,0,0,95,2.36,2.72,20.4,14.1,43.6666666666667,31,5,0
19,11207,40.659637,-73.885597,78,43449.6554545454,14,2,68,28,2,90,33,86,96,83,93,80,95,0,0,89,1.96,1.95,24.1153846153846,14.5,44.7811447811448,15,0,1
5,10030,40.820192,-73.944457,83.5,34752.53,17,2,52,41,4,88,49,83,72,84,65,82,81,0,0,54,2.11,2,21.7894736842105,9.6,46.972860125261,0,0,1
17,11203,40.64809,-73.945911,72.1,43642.71,9,0,86,10,2,92,26,80,81,81,79,81,87,1.2987012987013,1.2987012987013,83,2.27,2.17,23.7674418604651,13,46.2989840348331,28,1,0
4,10035,40.797495,-73.936193,86.5,22687.5781632653,10,1,45,53,1,90,32,89,93,88,89,90,95,2.04081632653061,4.08163265306122,53,2.32,2.15,21.3823529411765,8.8,63.265306122449,6,0,1
4,10029,40.791451,-73.947448,86.6,33728.15,11,1,13,83,3,92,30,90,90,94,82,87,92,0,2.77777777777778,83,2.32,2.4,20.5111111111111,11.4,48.2258064516129,11,0,1
6,10034,40.865914,-73.925157,82.4,42061.5127230248,32,0,4,93,2,93,23,85,91,83,85,91,90,0,1.58730158730159,121,2.3,2.22,22.0833333333333,10.4,46.0674157303371,13,0,1
27,11691,40.603951,-73.749868,73.8,52531.6570001031,15,1,61,37,1,90,37,88,86,88,76,76,89,0.917431192660551,0,120,2.14,2.03,17.2164948453608,8.9,35.5805243445693,16,0,1
22,11235,40.593516,-73.938193,70.8,44926.1163627608,18,11,48,17,24,92,29,86,91,80,86,71,92,1.81818181818182,7.86516853932584,213,2.32,2.41,21.4923076923077,12.4,42.8571428571429,41,3,0
7,10455,40.813613,-73.908429,90.5,22754.7,24,0,27,71,1,91,36,90,87,81,79,82,85,0,0,71,2.15,2.11,19.6909090909091,12.4,48.3379501385042,8,0,1
4,10029,40.794167,-73.932694,84.2,34868.2728333333,9,5,29,64,1,93,23,84,87,85,84,80,92,2.66666666666667,6.66666666666667,55,2.24,2.15,20.2549019607843,12.1,44.7916666666667,20,1,0
1,10002,40.71987,-73.977376,73.3,35223.3,2,2,45,49,2,94,18,90,93,85,88,87,90,2.22222222222222,13.3333333333333,54,2.72,2.83,26.3618700737921,14.6413151636884,99.6941896024465,16,2,0
