"DISTRICT","ZIPCODE","LATITUDE","LONGITUDE","ECONOMIC_NEED_INDX","INCOME","PCT_ELL","PCT_ASIAN","PCT_BLACK","PCT_HISPANIC","PCT_WHITE","PCT_ATTENDANCE","PCT_ABSENCES","PCT_RIGOROUS","PCT_COLLABORATIVE","PCT_SUPPORTIVE","PCT_EFFECTIVE","PCT_FAMILY_TIES","PCT_TRUST","PCT_4S","PCT_4S_UNDRRP","PCT_4S_ECNDSV","SPHS_APPLICANTS","ELA_PROF","MATH_PROF","CLASS_SIZE","PTRATIO","PCT_FEMALE","SPHS_TESTERS","SPHS_OFFERS","SPHS_FEEDER"
3,10025,40.800512,-73.962802,22.1,94509.5984998597,2,9,8,12,64,96,5,85,83,87,80,84,90,67.7290836653386,1.99203187250996,6.77290836653386,286,3.46,3.7,28.016393442623,17.2,49.6478873239437,257,150,1
4,10035,40.800631,-73.939323,85,41160.1877560976,11,3,40,56,1,95,15,89,99,88,96,81,94,2.4390243902439,0,0,48,2.27,2.36,12.4406779661017,12.6,38.4,0,0,0
7,10454,40.810207,-73.91839,90.3,31986.3479949213,26,0,25,74,1,90,35,87,87,81,80,79,88,0.909090909090909,0,0,129,2.18,2.13,27.5833333333333,11.9,43.5754189944134,0,0,0
10,10457,40.854655,-73.897036,80.6,20417.2462288329,6,1,27,68,2,92,26,84,87,81,80,76,91,4.34782608695652,0,2.89855072463768,51,2.38,2.48,22.2051282051282,13.4,67.1052631578947,6,0,0
15,11232,40.652095,-74.007424,80.9,36655.0601387731,36,6,3,84,7,94,19,91,94,89,87,83,94,2.83687943262411,0,2.83687943262411,169,2.19,2.13,22.9411764705882,10.4,50.1030927835052,18,0,0
1,10009,40.726147,-73.975043,86,31454,7,5,29,63,4,92,28,85,78,82,73,89,88,7.27272727272727,0,0,58,2.48,2.47,19.5714285714286,9.2,45.045045045045,6,0,0
14,11206,40.705023,-73.938707,68,9647.34621621622,4,4,58,33,2,92,26,84,88,85,83,81,93,2.7027027027027,2.7027027027027,0,50,2.52,2.44,23.5,13.7,100,0,0,0
28,11433,40.696913,-73.786396,42.8,60519.5582122954,1,29,51,10,1,96,7,90,91,88,83,78,91,16.4835164835165,6.59340659340659,10.989010989011,94,2.92,3.13,31.7777777777778,20.5,56.0371517027864,21,0,0
7,10451,40.816194,-73.926169,76.2,41623.6159882061,8,0,40,58,1,96,10,84,88,84,85,87,91,9.72222222222222,0,0,77,2.42,2.87,23.6175864614265,13.3580511763098,47.8584729981378,23,0,0
19,11208,40.670064,-73.874556,85.7,29072.3397444506,22,20,36,43,1,89,41,87,85,82,80,79,89,8.66141732283465,0,5.51181102362205,144,2.16,2.14,18.9368421052632,14.3,48.8997555012225,23,0,0
13,11205,40.694425,-73.971627,70.1,51058.0437114428,7,2,65,28,4,93,22,74,78,76,70,82,84,2.56410256410256,1.28205128205128,2.56410256410256,76,2.27,2.11,24.6764705882353,9.7,44.2786069651741,17,0,0
5,10035,40.805719,-73.935335,73.4,32064.6,4,1,73,23,1,0,100,90,94,87,89,92,92,50,40,36.25,69,3.17,3.68,18.4565948519362,14.29354246531,52.1276595744681,37,0,0
20,11204,40.634787,-73.981631,71,-1194.10362318841,10,47,21,19,12,94,21,87,89,88,85,73,90,14.4927536231884,3.03030303030303,11.5942028985507,77,2.66,2.58,24.5416666666667,12.3,100,24,0,0
28,11432,40.713395,-73.797066,54.9,55620.1489734135,9,27,51,15,3,95,13,86,83,83,72,72,84,8.64197530864197,3.7037037037037,8.64197530864197,76,2.47,2.53,22.7291666666667,13.3,48.5842026825633,24,0,0
7,10451,40.821611,-73.916768,89.1,23911.23,13,3,28,67,1,91,35,90,91,92,81,84,93,1.14942528735632,0,0,82,2.12,2.12,20.936170212766,12.1,47.3484848484849,10,0,0
12,10460,40.839183,-73.88028,86.7,26979.39,10,2,25,70,1,91,33,85,89,82,86,78,90,11.4503816793893,1.52671755725191,8.3969465648855,151,2.24,2.36,28.4533333333333,13.7,49.165120593692,28,0,0
8,10455,40.815971,-73.901686,90.6,28130.2093729776,25,1,20,77,1,87,48,82,84,95,76,77,92,7.18954248366013,0.65359477124183,7.18954248366013,166,2.22,2.17,25.0740740740741,14.2,43.8524590163934,13,0,0
29,11423,40.712772,-73.780173,60.9,51415.4754213041,15,27,39,28,2,93,21,81,79,80,75,73,87,2.00400801603206,0,2.00400801603206,529,2.34,2.33,25.1513157894737,14.1,50.7122507122507,123,0,0
14,11222,40.719769,-73.947968,77.7,46379.5734285714,12,2,22,63,12,92,26,87,77,86,66,82,83,4.61538461538462,0,2.30769230769231,136,2.25,2.22,21.9861111111111,11.6,39.9470899470899,35,0,0
17,11203,40.658665,-73.943838,68.7,49111.4639611747,4,1,87,10,0,94,18,97,99,86,95,80,94,4.8780487804878,0,2.4390243902439,29,2.38,2.23,22.0183874791497,12.5671545845945,46.2585034013605,0,0,0
23,11233,40.675234,-73.915306,88.4,31132.53,7,1,79,16,2,89,46,94,95,88,88,90,96,11.1111111111111,0,0,30,2.26,2.31,16.6774193548387,13,50.9283819628647,0,0,0
9,10456,40.830895,-73.902386,81.4,34947.5239127474,10,0,40,58,0,94,20,82,81,82,76,74,85,5.40540540540541,0,4.05405405405405,88,2.23,2.39,22.8084739063386,12.2046003689034,45.6692913385827,16,0,0
7,10456,40.818906,-73.905333,90.8,23378.9287611631,13,1,34,63,1,89,38,78,75,82,71,71,83,1.98019801980198,0,1.98019801980198,85,2.13,2.04,21.531914893617,10.6,49.4071146245059,6,0,0
31,10314,40.620326,-74.164432,56.9,67543.01,4,12,21,41,23,94,17,94,91,85,82,81,90,23.7623762376238,2.97029702970297,16.8316831683168,96,2.79,2.91,24.8085106382979,14.9,51.5452538631347,34,0,0
